Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Clayman's Quality Harpoon,Clayman's Harpoon,Quality,Quality,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Fire Harpoon,Clayman's Harpoon,Fire,Fire,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Flame Art Harpoon,Clayman's Harpoon,Flame Art,Flame Art,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Lightning Harpoon,Clayman's Harpoon,Lightning,Lightning,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Sacred Harpoon,Clayman's Harpoon,Sacred,Sacred,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Magic Harpoon,Clayman's Harpoon,Magic,Magic,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Cold Harpoon,Clayman's Harpoon,Cold,Cold,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Poison Harpoon,Clayman's Harpoon,Poison,Poison,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Blood Harpoon,Clayman's Harpoon,Blood,Blood,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Clayman's Occult Harpoon,Clayman's Harpoon,Occult,Occult,25,12,10,12,0,0,Pierce,5.5,5,Spear,No
Cleanrot Spear,Cleanrot Spear,None,-,10,16,16,0,14,0,Pierce,5.5,2.5,Spear,No
Partisan,Partisan,None,None,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Heavy Partisan,Partisan,Heavy,Heavy,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Keen Partisan,Partisan,Keen,Keen,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Quality Partisan,Partisan,Quality,Quality,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Fire Partisan,Partisan,Fire,Fire,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Flame Art Partisan,Partisan,Flame Art,Flame Art,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Lightning Partisan,Partisan,Lightning,Lightning,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Sacred Partisan,Partisan,Sacred,Sacred,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Magic Partisan,Partisan,Magic,Magic,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Cold Partisan,Partisan,Cold,Cold,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Poison Partisan,Partisan,Poison,Poison,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Blood Partisan,Partisan,Blood,Blood,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Occult Partisan,Partisan,Occult,Occult,25,15,12,0,0,0,Pierce,6.5,10,Spear,No
Celebrant's Rib-Rake,Celebrant's Rib-Rake,None,None,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Heavy Rib-Rake,Celebrant's Rib-Rake,Heavy,Heavy,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Keen Rib-Rake,Celebrant's Rib-Rake,Keen,Keen,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Quality Rib-Rake,Celebrant's Rib-Rake,Quality,Quality,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Fire Rib-Rake,Celebrant's Rib-Rake,Fire,Fire,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Flame Art Rib-Rake,Celebrant's Rib-Rake,Flame Art,Flame Art,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Lightning Rib-Rake,Celebrant's Rib-Rake,Lightning,Lightning,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Sacred Rib-Rake,Celebrant's Rib-Rake,Sacred,Sacred,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Magic Rib-Rake,Celebrant's Rib-Rake,Magic,Magic,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Cold Rib-Rake,Celebrant's Rib-Rake,Cold,Cold,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Poison Rib-Rake,Celebrant's Rib-Rake,Poison,Poison,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Blood Rib-Rake,Celebrant's Rib-Rake,Blood,Blood,25,8,14,0,0,0,Pierce,5,5,Spear,No
Celebrant's Occult Rib-Rake,Celebrant's Rib-Rake,Occult,Occult,25,8,14,0,0,0,Pierce,5,5,Spear,No
Pike,Pike,None,None,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Heavy Pike,Pike,Heavy,Heavy,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Keen Pike,Pike,Keen,Keen,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Quality Pike,Pike,Quality,Quality,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Fire Pike,Pike,Fire,Fire,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Flame Art Pike,Pike,Flame Art,Flame Art,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Lightning Pike,Pike,Lightning,Lightning,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Sacred Pike,Pike,Sacred,Sacred,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Magic Pike,Pike,Magic,Magic,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Cold Pike,Pike,Cold,Cold,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Poison Pike,Pike,Poison,Poison,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Blood Pike,Pike,Blood,Blood,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Occult Pike,Pike,Occult,Occult,25,20,14,0,0,0,Pierce,7.5,10,Spear,No
Torchpole,Torchpole,None,-,25,14,15,0,0,0,Pierce,6,5,Spear,No
Bolt of Gransax,Bolt of Gransax,None,-,10,20,40,0,0,0,Pierce,8.5,5,Spear,No
Cross-Naginata,Cross-Naginata,None,None,25,16,20,0,0,0,Pierce,8,5,Spear,No
Heavy Cross-Naginata,Cross-Naginata,Heavy,Heavy,25,16,20,0,0,0,Pierce,8,5,Spear,No
Keen Cross-Naginata,Cross-Naginata,Keen,Keen,25,16,20,0,0,0,Pierce,8,5,Spear,No
Quality Cross-Naginata,Cross-Naginata,Quality,Quality,25,16,20,0,0,0,Pierce,8,5,Spear,No
Fire Cross-Naginata,Cross-Naginata,Fire,Fire,25,16,20,0,0,0,Pierce,8,5,Spear,No
Flame Art Cross-Naginata,Cross-Naginata,Flame Art,Flame Art,25,16,20,0,0,0,Pierce,8,5,Spear,No
Lightning Cross-Naginata,Cross-Naginata,Lightning,Lightning,25,16,20,0,0,0,Pierce,8,5,Spear,No
Sacred Cross-Naginata,Cross-Naginata,Sacred,Sacred,25,16,20,0,0,0,Pierce,8,5,Spear,No
Magic Cross-Naginata,Cross-Naginata,Magic,Magic,25,16,20,0,0,0,Pierce,8,5,Spear,No
Cold Cross-Naginata,Cross-Naginata,Cold,Cold,25,16,20,0,0,0,Pierce,8,5,Spear,No
Poison Cross-Naginata,Cross-Naginata,Poison,Poison,25,16,20,0,0,0,Pierce,8,5,Spear,No
Blood Cross-Naginata,Cross-Naginata,Blood,Blood,25,16,20,0,0,0,Pierce,8,5,Spear,No
Occult Cross-Naginata,Cross-Naginata,Occult,Occult,25,16,20,0,0,0,Pierce,8,5,Spear,No
Death Ritual Spear,Death Ritual Spear,None,-,10,14,20,18,0,0,Pierce,6.5,7.5,Spear,No
Inquisitor's Girandole,Inquisitor's Girandole,None,-,10,18,15,0,16,0,Pierce,7.5,5,Spear,No
Spiked Spear,Spiked Spear,None,None,25,14,16,0,0,0,Pierce,6,10,Spear,No
Heavy Spiked Spear,Spiked Spear,Heavy,Heavy,25,14,16,0,0,0,Pierce,6,10,Spear,No
Keen Spiked Spear,Spiked Spear,Keen,Keen,25,14,16,0,0,0,Pierce,6,10,Spear,No
Quality Spiked Spear,Spiked Spear,Quality,Quality,25,14,16,0,0,0,Pierce,6,10,Spear,No
Fire Spiked Spear,Spiked Spear,Fire,Fire,25,14,16,0,0,0,Pierce,6,10,Spear,No
Flame Art Spiked Spear,Spiked Spear,Flame Art,Flame Art,25,14,16,0,0,0,Pierce,6,10,Spear,No
Lightning Spiked Spear,Spiked Spear,Lightning,Lightning,25,14,16,0,0,0,Pierce,6,10,Spear,No
Sacred Spiked Spear,Spiked Spear,Sacred,Sacred,25,14,16,0,0,0,Pierce,6,10,Spear,No
Magic Spiked Spear,Spiked Spear,Magic,Magic,25,14,16,0,0,0,Pierce,6,10,Spear,No
Cold Spiked Spear,Spiked Spear,Cold,Cold,25,14,16,0,0,0,Pierce,6,10,Spear,No
Poison Spiked Spear,Spiked Spear,Poison,Poison,25,14,16,0,0,0,Pierce,6,10,Spear,No
Blood Spiked Spear,Spiked Spear,Blood,Blood,25,14,16,0,0,0,Pierce,6,10,Spear,No
Occult Spiked Spear,Spiked Spear,Occult,Occult,25,14,16,0,0,0,Pierce,6,10,Spear,No
Iron Spear,Iron Spear,None,None,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Heavy Iron Spear,Iron Spear,Heavy,Heavy,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Keen Iron Spear,Iron Spear,Keen,Keen,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Quality Iron Spear,Iron Spear,Quality,Quality,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Fire Iron Spear,Iron Spear,Fire,Fire,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Flame Art Iron Spear,Iron Spear,Flame Art,Flame Art,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Lightning Iron Spear,Iron Spear,Lightning,Lightning,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Sacred Iron Spear,Iron Spear,Sacred,Sacred,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Magic Iron Spear,Iron Spear,Magic,Magic,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Cold Iron Spear,Iron Spear,Cold,Cold,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Poison Iron Spear,Iron Spear,Poison,Poison,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Blood Iron Spear,Iron Spear,Blood,Blood,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Occult Iron Spear,Iron Spear,Occult,Occult,25,13,11,0,0,0,Pierce,4.5,5,Spear,No
Rotten Crystal Spear,Rotten Crystal Spear,None,-,10,10,16,16,0,0,Pierce,5.5,5,Spear,No
Mohgwyn's Sacred Spear,Mohgwyn's Spear,None,-,10,24,14,0,0,27,Pierce,10,10.175,Great Spear,No
Siluria's Tree,Siluria's Tree,None,-,10,27,13,0,20,0,Pierce,10,11,Great Spear,No
Serpent-Hunter,Serpent-Hunter,None,-,10,0,0,0,0,0,Pierce,12,10.175,Great Spear,No
Vyke's War Spear,Vyke's War Spear,None,-,10,16,20,0,18,0,Pierce,8,8.25,Great Spear,No
Lance,Lance,None,None,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Heavy Lance,Lance,Heavy,Heavy,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Keen Lance,Lance,Keen,Keen,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Quality Lance,Lance,Quality,Quality,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Fire Lance,Lance,Fire,Fire,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Flame Art Lance,Lance,Flame Art,Flame Art,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Lightning Lance,Lance,Lightning,Lightning,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Sacred Lance,Lance,Sacred,Sacred,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Magic Lance,Lance,Magic,Magic,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Cold Lance,Lance,Cold,Cold,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Poison Lance,Lance,Poison,Poison,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Bloody Lance,Lance,Blood,Blood,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Occult Lance,Lance,Occult,Occult,25,20,14,0,0,0,Pierce,9,10.175,Great Spear,No
Treespear,Treespear,None,-,25,15,22,0,18,0,Pierce,9.5,11,Great Spear,No
Halberd,Halberd,None,None,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Heavy Halberd,Halberd,Heavy,Heavy,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Keen Halberd,Halberd,Keen,Keen,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Quality Halberd,Halberd,Quality,Quality,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Fire Halberd,Halberd,Fire,Fire,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Flame Art Halberd,Halberd,Flame Art,Flame Art,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Lightning Halberd,Halberd,Lightning,Lightning,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Sacred Halberd,Halberd,Sacred,Sacred,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Magic Halberd,Halberd,Magic,Magic,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Cold Halberd,Halberd,Cold,Cold,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Poison Halberd,Halberd,Poison,Poison,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Blood Halberd,Halberd,Blood,Blood,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Occult Halberd,Halberd,Occult,Occult,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Pest's Glaive,Pest's Glaive,None,None,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Heavy Glaive,Pest's Glaive,Heavy,Heavy,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Keen Glaive,Pest's Glaive,Keen,Keen,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Quality Glaive,Pest's Glaive,Quality,Quality,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Fire Glaive,Pest's Glaive,Fire,Fire,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Flame Art Glaive,Pest's Glaive,Flame Art,Flame Art,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Lightning Glaive,Pest's Glaive,Lightning,Lightning,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Sacred Glaive,Pest's Glaive,Sacred,Sacred,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Magic Glaive,Pest's Glaive,Magic,Magic,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Cold Glaive,Pest's Glaive,Cold,Cold,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Poison Glaive,Pest's Glaive,Poison,Poison,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Blood Glaive,Pest's Glaive,Blood,Blood,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Pest's Occult Glaive,Pest's Glaive,Occult,Occult,25,13,13,0,0,0,Standard/Pierce,7,9.25,Halberd,No
Lucerne,Lucerne,None,None,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Heavy Lucerne,Lucerne,Heavy,Heavy,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Keen Lucerne,Lucerne,Keen,Keen,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Quality Lucerne,Lucerne,Quality,Quality,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Fire Lucerne,Lucerne,Fire,Fire,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Flame Art Lucerne,Lucerne,Flame Art,Flame Art,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Lightning Lucerne,Lucerne,Lightning,Lightning,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Sacred Lucerne,Lucerne,Sacred,Sacred,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Magic Lucerne,Lucerne,Magic,Magic,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Cold Lucerne,Lucerne,Cold,Cold,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Poison Lucerne,Lucerne,Poison,Poison,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Blood Lucerne,Lucerne,Blood,Blood,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Occult Lucerne,Lucerne,Occult,Occult,25,15,12,0,0,0,Standard/Pierce,7,10.25,Halberd,No
Banished Knight's Halberd,Banished Knight's Halberd,None,None,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Heavy Halberd,Banished Knight's Halberd,Heavy,Heavy,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Keen Halberd,Banished Knight's Halberd,Keen,Keen,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Quality Halberd,Banished Knight's Halberd,Quality,Quality,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Fire Halberd,Banished Knight's Halberd,Fire,Fire,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Flame Art Halberd,Banished Knight's Halberd,Flame Art,Flame Art,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Lightning Halberd,Banished Knight's Halberd,Lightning,Lightning,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Sacred Halberd,Banished Knight's Halberd,Sacred,Sacred,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Magic Halberd,Banished Knight's Halberd,Magic,Magic,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Cold Halberd,Banished Knight's Halberd,Cold,Cold,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Poison Halberd,Banished Knight's Halberd,Poison,Poison,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Blood Halberd,Banished Knight's Halberd,Blood,Blood,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Banished Knight's Occult Halberd,Banished Knight's Halberd,Occult,Occult,25,14,12,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Commander's Standard,Commander's Standard,None,-,10,24,14,0,0,0,Standard/Pierce,11.5,9.25,Halberd,No
Nightrider Glaive,Nightrider Glaive,None,None,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Heavy Nightrider Glaive,Nightrider Glaive,Heavy,Heavy,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Keen Nightrider Glaive,Nightrider Glaive,Keen,Keen,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Quality Nightrider Glaive,Nightrider Glaive,Quality,Quality,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Fire Nightrider Glaive,Nightrider Glaive,Fire,Fire,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Flame Art Nightrider Glaive,Nightrider Glaive,Flame Art,Flame Art,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Lightning Nightrider Glaive,Nightrider Glaive,Lightning,Lightning,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Sacred Nightrider Glaive,Nightrider Glaive,Sacred,Sacred,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Magic Nightrider Glaive,Nightrider Glaive,Magic,Magic,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Cold Nightrider Glaive,Nightrider Glaive,Cold,Cold,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Poison Nightrider Glaive,Nightrider Glaive,Poison,Poison,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Blood Nightrider Glaive,Nightrider Glaive,Blood,Blood,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Occult Nightrider Glaive,Nightrider Glaive,Occult,Occult,25,26,10,0,0,0,Standard/Pierce,12,10.25,Halberd,No
Ripple Crescent Halberd,Ripple Crescent Halberd,None,-,25,12,12,0,0,20,Standard/Pierce,8.5,9.25,Halberd,No
Vulgar Militia Saw,Vulgar Militia Saw,None,None,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Heavy Vulgar Militia Saw,Vulgar Militia Saw,Heavy,Heavy,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Keen Vulgar Militia Saw,Vulgar Militia Saw,Keen,Keen,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Quality Vulgar Militia Saw,Vulgar Militia Saw,Quality,Quality,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Fire Vulgar Militia Saw,Vulgar Militia Saw,Fire,Fire,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Flame Art Vulgar Militia Saw,Vulgar Militia Saw,Flame Art,Flame Art,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Lightning Vulgar Militia Saw,Vulgar Militia Saw,Lightning,Lightning,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Sacred Vulgar Militia Saw,Vulgar Militia Saw,Sacred,Sacred,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Magic Vulgar Militia Saw,Vulgar Militia Saw,Magic,Magic,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Cold Vulgar Militia Saw,Vulgar Militia Saw,Cold,Cold,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Poison Vulgar Militia Saw,Vulgar Militia Saw,Poison,Poison,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Blood Vulgar Militia Saw,Vulgar Militia Saw,Blood,Blood,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Occult Vulgar Militia Saw,Vulgar Militia Saw,Occult,Occult,25,15,13,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Golden Halberd,Golden Halberd,None,-,10,30,14,0,12,0,Standard/Pierce,13.5,10.25,Halberd,No
Glaive,Glaive,None,None,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Heavy Glaive,Glaive,Heavy,Heavy,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Keen Glaive,Glaive,Keen,Keen,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Quality Glaive,Glaive,Quality,Quality,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Fire Glaive,Glaive,Fire,Fire,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Flame Art Glaive,Glaive,Flame Art,Flame Art,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Lightning Glaive,Glaive,Lightning,Lightning,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Sacred Glaive,Glaive,Sacred,Sacred,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Magic Glaive,Glaive,Magic,Magic,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Cold Glaive,Glaive,Cold,Cold,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Poison Glaive,Glaive,Poison,Poison,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Blood Glaive,Glaive,Blood,Blood,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Occult Glaive,Glaive,Occult,Occult,25,18,15,0,0,0,Standard/Pierce,10,9.25,Halberd,No
Loretta's War Sickle,Loretta's War Sickle,None,-,10,20,15,20,0,0,Standard/Pierce,10,9.25,Halberd,No
Guardian's Swordspear,Guardian's Swordspear,None,None,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Heavy Swordspear,Guardian's Swordspear,Heavy,Heavy,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Keen Swordspear,Guardian's Swordspear,Keen,Keen,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Quality Swordspear,Guardian's Swordspear,Quality,Quality,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Fire Swordspear,Guardian's Swordspear,Fire,Fire,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Flame Art Swordspear,Guardian's Swordspear,Flame Art,Flame Art,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Lightning Swordspear,Guardian's Swordspear,Lightning,Lightning,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Sacred Swordspear,Guardian's Swordspear,Sacred,Sacred,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Magic Swordspear,Guardian's Swordspear,Magic,Magic,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Cold Swordspear,Guardian's Swordspear,Cold,Cold,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Poison Swordspear,Guardian's Swordspear,Poison,Poison,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Blood Swordspear,Guardian's Swordspear,Blood,Blood,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Guardian's Occult Swordspear,Guardian's Swordspear,Occult,Occult,25,17,16,0,0,0,Standard/Pierce,9,9.25,Halberd,No
Vulgar Militia Shotel,Vulgar Militia Shotel,None,None,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Heavy Vulgar Militia Shotel,Vulgar Militia Shotel,Heavy,Heavy,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Keen Vulgar Militia Shotel,Vulgar Militia Shotel,Keen,Keen,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Quality Vulgar Militia Shotel,Vulgar Militia Shotel,Quality,Quality,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Fire Vulgar Militia Shotel,Vulgar Militia Shotel,Fire,Fire,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Flame Art Vulgar Militia Shotel,Vulgar Militia Shotel,Flame Art,Flame Art,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Lightning Vulgar Militia Shotel,Vulgar Militia Shotel,Lightning,Lightning,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Sacred Vulgar Militia Shotel,Vulgar Militia Shotel,Sacred,Sacred,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Magic Vulgar Militia Shotel,Vulgar Militia Shotel,Magic,Magic,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Cold Vulgar Militia Shotel,Vulgar Militia Shotel,Cold,Cold,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Poison Vulgar Militia Shotel,Vulgar Militia Shotel,Poison,Poison,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
Blood Vulgar Militia Shotel,Vulgar Militia Shotel,Blood,Blood,25,14,16,0,0,0,Standard/Pierce,8,9.25,Halberd,No
