Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Greataxe,Crescent Moon Axe,100,101,102,110,,,125,125,165,175,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,180,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Longhaft Axe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Executioner's Greataxe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,57.5 + 184,57.5 + 230,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Great Omenkiller Cleaver,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Rusted Anchor,100,100,100,100,,,125,125,190,190,110,125,100,100,120,150,170,120,120,120,120,,,150,150,215,215,130,150,120,120,130,160,190,100,100,100,100,,,50 + 160,50 + 200,,,,,,85 + 85,85 + 85,95 + 95,,,,90 + 90,80 + 80,85 + 85,90 + 90,,115,115,115,130,100,130,115,115,115,130,100,130
Greataxe,Butchering Knife,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,135,135,175,180,110,125,95,95,112,140,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Gargoyle's Great Axe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Gargoyle's Black Axe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Winged Greathorn,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Greataxe,Axe of Godrick,100,101,102,110,,,125,125,165,175,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,180,110,125,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammer,Club,100,102,104,106,110,,125,125,160,160,105,120,90,90,107,127,125,103,105,107,109,115,,130,130,165,165,110,125,95,95,112,132,140,100,102,104,106,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Curved Club,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Spiked Club,100,101,102,103,110,,125,125,165,165,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,170,170,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Stone Club,100,102,104,106,110,,125,125,160,160,105,120,90,90,107,127,125,103,105,107,109,115,,130,130,165,165,110,125,95,95,112,132,140,100,102,104,106,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Mace,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Morning Star,100,101,102,103,110,,125,125,160,160,105,120,90,95,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,100,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Warpick,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Hammer,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Monk's Flamemace,100,101,102,103,110,,125,128,165,170,105,120,90,90,107,127,125,103,104,105,106,113,,130,133,170,175,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Varré's Bouquet,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Envoy's Horn,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Nox Flowing Hammer,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Ringed Finger,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Scepter of the All-Knowing,100,101,102,103,110,,125,125,160,160,105,120,90,95,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,100,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Hammer,Marika's Hammer,100,101,102,103,110,,125,125,160,160,105,120,90,90,107,127,125,103,104,105,106,113,,130,130,165,165,110,125,95,95,112,132,140,100,101,102,103,110,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flail,Flail,100,101,102,110,,,120,120,165,165,105,120,90,90,107,127,125,103,104,105,113,,,125,125,170,170,110,125,95,95,112,132,140,100,101,102,110,,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Flail,Nightrider Flail,100,101,102,110,,,120,120,165,165,105,120,90,90,107,127,125,103,104,105,113,,,125,125,170,170,110,125,95,95,112,132,140,100,101,102,110,,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Flail,Chainlink Flail,100,101,102,110,,,120,120,165,165,105,120,90,90,107,127,125,103,104,105,113,,,125,125,170,170,110,125,95,95,112,132,140,100,101,102,110,,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Flail,Family Heads,100,101,102,110,,,120,120,165,165,105,120,90,90,107,127,125,103,104,105,113,,,125,125,170,170,110,125,95,95,112,132,140,100,101,102,110,,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
Flail,Bastard's Stars,100,101,102,110,,,120,120,165,165,105,120,90,90,107,127,125,103,104,105,113,,,125,125,170,170,110,125,95,95,112,132,140,100,101,102,110,,,50 + 175,50 + 275,,,,,,92 + 92,94 + 94,96 + 96,50 + 102 + 102,,,95 + 100,85 + 85,85 + 85,105 + 105,,110,110,110,135,90,170,110,110,110,135,90,170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Hammer,Large Club,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Curved Great Club,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Great Mace,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Pickaxe,100,101,102,110,,,125,125,165,170,105,120,90,90,107,130,125,103,104,105,115,,,130,130,170,175,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Brick Hammer,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Battle Hammer,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Rotten Battle Hammer,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Celebrant's Skull,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Great Stars,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Greathorn Hammer,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Envoy's Long Horn,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Cranial Vessel Candlestand,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Beastclaw Greathammer,100,101,102,110,,,120,125,175,185,105,125,90,90,107,130,125,103,104,105,115,,,130,138,190,200,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Great Hammer,Devourer's Scepter,100,101,102,110,,,120,125,160,165,105,125,90,90,107,130,125,103,104,105,115,,,125,125,165,165,110,130,95,95,112,135,130,100,101,102,110,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,85 + 85,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Weapon,Duelist Greataxe,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Rotten Greataxe,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Golem's Halberd,100,102,108,,,,120,120,155,155,105,120,90,95,107,130,125,114,117,125,,,,125,125,160,160,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Giant-Crusher,100,102,108,,,,130,130,175,170,105,120,90,95,107,130,125,114,117,125,,,,137,137,187,182,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Prelate's Inferno Crozier,100,102,108,,,,130,130,170,175,105,120,90,95,107,130,125,114,117,125,,,,145,145,182,187,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Great Club,100,102,108,,,,125,125,170,170,105,120,90,95,107,130,125,114,117,125,,,,143,143,185,187,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Troll's Hammer,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Dragon Greatclaw,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Watchdog's Staff,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Staff of the Avatar,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Rotten Staff,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Envoy's Greathorn,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Ghiza's Wheel,100,102,108,,,,40 + 40 + 100,40 + 40 + 100,50 + 50 + 130,50 + 50 + 130,105,120,90,95,107,130,125,114,117,125,,,,135,46 + 46 + 111,175,51 + 51 + 151,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Fallingstar Beast Jaw,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
Colossal Weapon,Axe of Godfrey,100,102,108,,,,125,125,165,165,105,120,90,95,107,130,125,114,117,125,,,,141,141,182,189,124,137,112,113,112,135,143,100,102,108,,,,50 + 160,50 + 200,,,,,,92 + 92,94 + 94,96 + 96,,,,100 + 100,85 + 85,88 + 88,115 + 115,,110,110,110,140,90,180,110,110,110,140,90,180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spear,Short Spear,100,101,102,110,,,65 + 115,65 + 115,65 + 145,65 + 65 + 145,105,120,90,90,107,125,125,103,104,105,113,,,65 + 120,65 + 120,65 + 155,65 + 65 + 155,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Iron Spear,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Spear,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Partisan,100,101,102,110,,,120,120,146,146,105,120,90,90,107,125,125,103,104,105,113,,,122,122,151,151,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Pike,100,101,102,110,,,125,125,170,170,105,120,90,90,107,125,125,103,104,105,113,,,130,130,175,175,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Spiked Spear,100,101,102,110,,,120,120,146,146,105,120,90,90,107,125,125,103,104,105,113,,,122,122,151,151,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Cross-Naginata,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Clayman's Harpoon,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Celebrant's Rib-Rake,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Torchpole,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Inquisitor's Girandole,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Crystal Spear,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
Spear,Rotten Crystal Spear,100,101,102,110,,,125,125,150,150,105,120,90,90,107,125,125,103,104,105,113,,,130,130,160,160,108,127,93,93,110,130,135,100,101,102,110,,,200,280,85,,,,,95 + 95,96 + 96,105 + 105,,,,100 + 100,85 + 85,78 + 84 + 84,103 + 103,,110,110,110,130,90,170,110,110,110,130,90,170
